Selection	View	Channel	Begin Path	File Duration (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
79	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230722_test_2\S20230722T165956.956687+0200_E20230722T170956.825045+0200_-26.97815+21.83510.wav	599.8173696145125	13892.646626275517	13895.646626275517	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7456
80	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230722_test_2\S20230722T165956.956687+0200_E20230722T170956.825045+0200_-26.97815+21.83510.wav	599.8173696145125	13895.446626275516	13898.446626275516	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7854
81	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230722_test_2\S20230722T175956.944564+0200_E20230722T180956.813818+0200_-26.97815+21.83510.wav	599.8173696145125	14313.263995890029	14316.263995890029	150	15000	crolap1	Crowned Lapwing	0.8546
82	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21774.107921627005	21777.107921627005	150	15000	crolap1	Crowned Lapwing	0.9464
83	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21776.907921627004	21779.907921627004	150	15000	crolap1	Crowned Lapwing	0.9212
84	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21779.707921627003	21782.707921627003	150	15000	crolap1	Crowned Lapwing	0.8911
85	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21785.307921627005	21788.307921627005	150	15000	crolap1	Crowned Lapwing	0.8434
86	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21939.307921627005	21942.307921627005	150	15000	crolap1	Crowned Lapwing	0.9603
87	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21942.107921627005	21945.107921627005	150	15000	crolap1	Crowned Lapwing	0.9845
88	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21944.907921627004	21947.907921627004	150	15000	crolap1	Crowned Lapwing	0.9987
89	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21947.707921627003	21950.707921627003	150	15000	crolap1	Crowned Lapwing	0.9918
90	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21953.307921627005	21956.307921627005	150	15000	crolap1	Crowned Lapwing	0.8244
91	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21958.907921627004	21961.907921627004	150	15000	crolap1	Crowned Lapwing	0.8800
92	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21961.707921627003	21964.707921627003	150	15000	crolap1	Crowned Lapwing	0.9954
93	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21964.507921627006	21967.507921627006	150	15000	crolap1	Crowned Lapwing	0.9682
94	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21970.107921627005	21973.107921627005	150	15000	crolap1	Crowned Lapwing	0.9786
95	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21972.907921627004	21975.907921627004	150	15000	crolap1	Crowned Lapwing	0.9994
96	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21975.707921627003	21978.707921627003	150	15000	crolap1	Crowned Lapwing	0.9976
97	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	21978.507921627006	21981.507921627006	150	15000	crolap1	Crowned Lapwing	0.8256
98	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T065855.730810+0200_E20230723T070855.754365+0200_-26.97815+21.83510.wav	599.9784375	22059.707921627007	22062.707921627007	150	15000	crolap1	Crowned Lapwing	0.9569
99	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22488.971665249454	22491.971665249454	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9039
100	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22539.371665249455	22542.371665249455	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9085
101	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22575.771665249453	22578.771665249453	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7909
102	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22693.371665249455	22696.371665249455	150	15000	crolap1	Crowned Lapwing	0.9660
103	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22696.171665249454	22699.171665249454	150	15000	crolap1	Crowned Lapwing	0.9887
104	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22698.971665249454	22701.971665249454	150	15000	crolap1	Crowned Lapwing	0.9697
105	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22701.771665249453	22704.771665249453	150	15000	crolap1	Crowned Lapwing	0.9009
106	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22752.171665249454	22755.171665249454	150	15000	crolap1	Crowned Lapwing	0.7106
107	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22754.971665249454	22757.971665249454	150	15000	crolap1	Crowned Lapwing	0.7884
108	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22757.771665249453	22760.771665249453	150	15000	crolap1	Crowned Lapwing	0.8931
109	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22788.571665249456	22791.571665249456	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8452
110	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22796.971665249454	22799.971665249454	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7118
111	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T075955.537215+0200_E20230723T080955.400697+0200_-26.97815+21.83510.wav	599.8173696145125	22847.371665249455	22850.371665249455	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8129
112	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T085955.432261+0200_E20230723T090955.300583+0200_-26.97815+21.83510.wav	599.8173696145125	23035.589034863966	23038.589034863966	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7150
113	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T085955.432261+0200_E20230723T090955.300583+0200_-26.97815+21.83510.wav	599.8173696145125	23113.989034863967	23116.989034863967	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8764
114	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T085955.432261+0200_E20230723T090955.300583+0200_-26.97815+21.83510.wav	599.8173696145125	23130.789034863967	23133.789034863967	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8775
115	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T085955.432261+0200_E20230723T090955.300583+0200_-26.97815+21.83510.wav	599.8173696145125	23245.589034863966	23248.589034863966	150	15000	namsan1	Namaqua Sandgrouse	0.8838
116	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T085955.432261+0200_E20230723T090955.300583+0200_-26.97815+21.83510.wav	599.8173696145125	23531.189034863968	23534.189034863968	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9140
117	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T085955.432261+0200_E20230723T090955.300583+0200_-26.97815+21.83510.wav	599.8173696145125	23589.989034863967	23592.989034863967	150	15000	namsan1	Namaqua Sandgrouse	0.9892
118	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23702.60640447848	23705.60640447848	150	15000	namsan1	Namaqua Sandgrouse	0.8510
119	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23755.80640447848	23758.80640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9836
120	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23758.60640447848	23761.60640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9645
121	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23769.80640447848	23772.80640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9943
122	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23772.60640447848	23775.60640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9912
123	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23775.40640447848	23778.40640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9879
124	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23811.80640447848	23814.80640447848	150	15000	namsan1	Namaqua Sandgrouse	0.7132
125	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23859.40640447848	23862.40640447848	150	15000	namsan1	Namaqua Sandgrouse	0.7557
126	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23912.60640447848	23915.60640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9953
127	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23915.40640447848	23918.40640447848	150	15000	namsan1	Namaqua Sandgrouse	0.7765
128	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	23918.206404478482	23921.206404478482	150	15000	namsan1	Namaqua Sandgrouse	0.7813
129	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24002.206404478482	24005.206404478482	150	15000	namsan1	Namaqua Sandgrouse	0.9528
130	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24005.00640447848	24008.00640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9834
131	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24007.80640447848	24010.80640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9901
132	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24010.60640447848	24013.60640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9888
133	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24013.40640447848	24016.40640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9992
134	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24016.206404478482	24019.206404478482	150	15000	namsan1	Namaqua Sandgrouse	0.9751
135	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24021.80640447848	24024.80640447848	150	15000	namsan1	Namaqua Sandgrouse	0.7383
136	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24024.60640447848	24027.60640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9039
137	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24033.00640447848	24036.00640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9552
138	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24091.80640447848	24094.80640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9949
139	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24094.60640447848	24097.60640447848	150	15000	namsan1	Namaqua Sandgrouse	0.9777
140	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24097.406404478483	24100.406404478483	150	15000	namsan1	Namaqua Sandgrouse	0.9952
141	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24100.206404478482	24103.206404478482	150	15000	namsan1	Namaqua Sandgrouse	0.9780
142	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24103.00640447848	24106.00640447848	150	15000	namsan1	Namaqua Sandgrouse	0.8621
143	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T095955.389031+0200_E20230723T100955.258193+0200_-26.97815+21.83510.wav	599.8173696145125	24128.206404478482	24131.206404478482	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9091
144	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24235.223774092992	24238.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9932
145	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24238.02377409299	24241.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9999
146	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24240.823774092994	24243.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9998
147	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24243.623774092994	24246.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9683
148	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24246.423774092993	24249.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9982
149	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24249.223774092992	24252.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.7058
150	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24254.823774092994	24257.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9793
151	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24263.223774092992	24266.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.8162
152	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24266.02377409299	24269.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.8989
153	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24268.823774092994	24271.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9441
154	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24271.623774092994	24274.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9880
155	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24277.223774092992	24280.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9447
156	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24280.02377409299	24283.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.7474
157	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24282.823774092994	24285.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9740
158	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24285.623774092994	24288.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9945
